date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:52	4458/4458	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-like.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-like.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:53	1484/1484	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arrow.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arrow.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:54	4210/4210	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-team.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-team.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:55	1830/1830	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-refresh.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-refresh.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:56	3158/3158	---M-Z	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-scale.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-scale.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:57	50001/50001	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-homework-notice.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-homework-notice.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:58	1008/1008	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arrow-right.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arrow-right.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:30:59	35441/35441	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-homework.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-homework.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:00	38383/38383	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-exam.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-exam.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:01	16095/16095	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-grade.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-grade.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:02	8340/8340	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-evaluation.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-evaluation.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:03	13096/13096	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-portfolio.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-portfolio.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:04	52280/52280	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-project.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-project.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:05	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:04%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-game.7e.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:06	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:06%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-para.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-para.7f.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:07	4896/4896	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-theater.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-theater.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:08	4859/4859	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-program.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-program.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:09	6022/6022	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-game.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:10	6196/6196	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-animation.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-animation.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:11	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:10%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arc-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arc-game.84.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:12	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:11%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-chess-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-chess-game.85.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:13	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:12%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arcade-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-arcade-game.86.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:14	5911/5911	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-theater.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-theater.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:15	3735/3735	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-program.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-program.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:16	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:16%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-game.89.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:17	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:17%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-animation.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-animation.8a.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:19	112432/112432	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-arc-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-arc-game.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:19	10868/10868	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-chess-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-chess-game.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:20	15997/15997	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-arcade-game.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-arcade-game.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:22	7334/7334	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-think.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-think.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:23	505/505	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/circle.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/circle.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:24	10687/10687	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-kids-ressource.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-kids-ressource.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:25	10738/10738	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-kids-cours.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/bg-kids-cours.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:26	1925/1925	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:27	1796/1796	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:28	2029/2029	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star-on.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star-on.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:29	1778/1778	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star-on.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star-on.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:30	1795/1795	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star-half.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-star-half.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:31	1795/1795	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star-half.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-kids-star-half.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:32	805/805	---M--	200	added ('OK')	image/svg+xml	etag:%220f597f261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-add.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/img/icon-add.svg	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:33	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2013:31:32%20GMT	https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/assets/img/icon-notif.svg	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/assets/img/icon-notif.99.delayed	(from https://massarservice.men.gov.ma/moutamadris/ScriptsIntegration/assets/css/styles.css)
14:31:34	189/189	---M--	200	added ('OK')	image/png	etag:%220c8d87d261adb1:0%22	https://massarservice.men.gov.ma/moutamadris/images/Keyboard.png	/home/ygm/Videos/massarservice.men.gov.ma/moutamadris/images/Keyboard.png	(from https://massarservice.men.gov.ma/moutamadris/Content/Keyboard.css)
